MyUnknownColumn,Ind_ID,GENDER,Car_Owner,Propert_Owner,CHILDREN,Annual_income,Type_Income,EDUCATION,Marital_status,Housing_type,Birthday_count,Employed_days,Mobile_phone,Work_Phone,Phone,EMAIL_ID,Type_Occupation,Family_Members,label
1055,5149980,F,N,Y,1,405000,"State servant","Higher education",Married,"House / apartment",-12732,-4520,1,0,0,0,"Core staff",3,0
1056,5089580,F,Y,N,0,112500,"State servant","Secondary / secondary special",Married,"House / apartment",-11664,-460,1,1,1,0,"Core staff",2,0
1058,5105499,F,N,Y,0,202500,Working,"Higher education",Married,"House / apartment",-10669,-1495,1,0,0,0,Laborers,2,0
1060,5089275,F,Y,N,0,315000,Working,"Higher education",Married,"House / apartment",-13592,-3504,1,0,1,1,Accountants,2,0
1066,5090493,F,N,N,0,121500,Pensioner,"Secondary / secondary special",Married,"House / apartment",-21310,365243,1,0,0,0,Laborers,2,0
1070,5061500,F,N,Y,1,135000,Working,"Incomplete higher",Married,"House / apartment",-15948,-9359,1,0,0,0,Laborers,3,0
1074,5148981,F,Y,Y,0,94500,Working,"Secondary / secondary special",Married,"House / apartment",-18095,-10364,1,0,0,0,"High skill tech staff",2,0
1078,5050724,F,Y,N,0,360000,Working,"Higher education",Married,"House / apartment",-12845,-2296,1,1,1,0,Accountants,2,0
1082,5053744,F,N,Y,0,360000,"State servant","Higher education",Married,"House / apartment",-16182,-3163,1,0,1,0,Managers,2,0
1086,5033895,F,N,N,2,135000,Working,"Secondary / secondary special",Married,"With parents",-11296,-1670,1,0,0,0,"Core staff",4,0
1088,5062205,F,N,Y,0,112500,"Commercial associate","Higher education",Married,"House / apartment",-17472,-1202,1,1,1,0,Laborers,2,0
1089,5056237,F,N,Y,0,40500,Working,"Secondary / secondary special",Married,"House / apartment",-12729,-4936,1,1,0,0,"Cleaning staff",2,0
1091,5135863,F,N,Y,2,67500,Working,"Secondary / secondary special",Married,"House / apartment",-12226,-596,1,0,0,0,"Sales staff",4,0
1092,5050793,F,N,N,0,315000,"State servant","Higher education",Married,"House / apartment",-21247,-6648,1,0,0,0,"Core staff",2,0
1093,5091057,F,N,Y,2,270000,"Commercial associate","Higher education",Married,"House / apartment",-15438,-2197,1,0,0,1,Secretaries,4,0
1097,5118545,F,Y,N,0,270000,Working,"Secondary / secondary special",Married,"House / apartment",-18279,-1741,1,0,1,0,"Sales staff",2,0
1102,5033728,F,Y,Y,1,202500,Working,"Secondary / secondary special",Married,"House / apartment",-13666,-2089,1,1,1,0,"Core staff",3,0
1104,5024033,F,N,Y,2,112500,Working,"Secondary / secondary special",Married,"With parents",-14612,-397,1,0,0,0,"Core staff",4,0
1105,5113841,F,N,Y,0,135000,"Commercial associate","Higher education",Married,"House / apartment",-8961,-923,1,1,0,1,"Core staff",2,0
1114,5091795,F,Y,N,1,90000,Working,"Secondary / secondary special",Married,"House / apartment",-15179,-991,1,0,0,0,Laborers,3,0
1117,5068511,F,N,Y,0,135000,"Commercial associate","Secondary / secondary special",Married,"House / apartment",-15875,-2758,1,1,1,0,"Core staff",2,0
1119,5036926,F,Y,Y,0,157500,"Commercial associate","Secondary / secondary special",Married,"House / apartment",-11907,-2988,1,1,1,1,"Core staff",2,0
1120,5114138,F,N,N,2,180000,"State servant","Secondary / secondary special",Married,"Office apartment",-11176,-2904,1,1,0,0,Laborers,4,0
1124,5146024,F,N,Y,0,360000,"Commercial associate","Higher education",Married,"House / apartment",-11089,-3902,1,0,1,0,"Core staff",2,0
1125,5036093,F,N,Y,0,135000,Working,"Secondary / secondary special",Married,"House / apartment",-21694,-3202,1,1,0,0,"Security staff",2,0
1126,5068339,F,Y,Y,0,112500,Working,"Higher education",Married,"House / apartment",-10101,-505,1,1,1,0,Laborers,2,0
1130,5089632,F,N,N,0,315000,"Commercial associate","Higher education",Married,"House / apartment",-16188,-309,1,1,1,1,"Sales staff",2,0
1132,5028930,F,Y,Y,0,112500,Working,"Secondary / secondary special",Married,"House / apartment",-17202,-1787,1,0,0,0,"Sales staff",2,0
1134,5116643,F,N,Y,0,261000,Working,"Secondary / secondary special",Married,"House / apartment",-20047,-2559,1,0,0,0,Laborers,2,0
1137,5033814,F,N,Y,0,135000,Working,"Secondary / secondary special",Married,"House / apartment",-13153,-1182,1,0,0,0,Laborers,2,0
1139,5142239,F,Y,Y,0,270000,"State servant","Higher education",Married,"House / apartment",-16421,-8230,1,0,0,0,Managers,2,0
1146,5096095,F,N,N,1,135000,Working,"Secondary / secondary special",Married,"House / apartment",-10728,-1619,1,1,1,0,Accountants,3,0
1148,5142599,F,N,Y,2,76500,"State servant","Higher education",Married,"House / apartment",-14595,-2143,1,0,0,0,Laborers,4,0
1150,5053173,F,Y,Y,0,157500,Working,"Secondary / secondary special",Married,"House / apartment",-16712,-2393,1,0,0,0,"Core staff",2,0
1156,5068340,F,Y,Y,0,112500,Working,"Higher education",Married,"House / apartment",-10101,-505,1,1,1,0,Laborers,2,0
1158,5091921,F,N,Y,2,72000,Working,"Secondary / secondary special",Married,"House / apartment",-15368,-5496,1,1,1,0,"Medicine staff",4,0
1159,5139729,F,N,Y,0,135000,Working,"Secondary / secondary special",Married,"House / apartment",-20463,-2319,1,0,0,0,"Cleaning staff",2,0
1160,5117605,F,N,N,0,157500,Working,"Higher education",Married,"House / apartment",-14098,-2257,1,0,0,0,"Core staff",2,0
1163,5117254,F,Y,Y,0,207000,"State servant","Higher education",Married,"House / apartment",-22398,-3506,1,0,0,0,"Medicine staff",2,0
1165,5079181,F,N,N,0,112500,"Commercial associate","Incomplete higher",Married,"House / apartment",-10177,-2339,1,0,1,0,Laborers,2,0
1166,5028802,F,N,N,2,112500,Working,"Secondary / secondary special",Married,"House / apartment",-15766,-1086,1,0,0,0,Laborers,4,0
1168,5088279,F,N,N,0,67500,Working,"Secondary / secondary special",Married,"House / apartment",-20075,-7013,1,1,1,0,"Sales staff",2,0
1170,5058286,F,N,Y,0,306000,"Commercial associate","Higher education",Married,"House / apartment",-14897,-3435,1,1,1,1,Laborers,2,0
1171,5010218,F,Y,Y,1,90000,"State servant","Secondary / secondary special",Married,"House / apartment",-17532,-8044,1,0,0,0,"Medicine staff",3,0
1176,5146296,F,N,N,0,67500,Working,"Secondary / secondary special",Married,"House / apartment",-18029,-3902,1,1,0,0,"Security staff",2,0
1177,5033966,F,N,Y,0,180000,"Commercial associate","Secondary / secondary special",Married,"House / apartment",-15103,-3154,1,0,0,0,"Sales staff",2,0
1180,5035866,F,N,Y,0,247500,"Commercial associate","Secondary / secondary special",Married,"House / apartment",-17656,-1225,1,0,0,0,"Cooking staff",2,0
1183,5126503,F,N,N,0,171000,Pensioner,"Secondary / secondary special",Married,"House / apartment",-20977,365243,1,0,1,0,Laborers,2,0
1184,5023209,F,N,N,1,135000,"Commercial associate","Secondary / secondary special",Married,"House / apartment",-14438,-235,1,0,0,0,"Sales staff",3,0
1185,5142860,F,N,N,0,135000,Working,"Secondary / secondary special",Married,"House / apartment",-14080,-1869,1,0,1,0,Laborers,2,0
1186,5087852,F,Y,N,0,202500,"State servant","Secondary / secondary special",Married,"House / apartment",-19598,-11940,1,0,1,0,"Medicine staff",2,0
1190,5113711,F,Y,Y,1,405000,"State servant","Secondary / secondary special",Married,"House / apartment",-16962,-407,1,0,1,1,Laborers,3,0
1191,5069199,F,Y,Y,1,225000,"Commercial associate","Secondary / secondary special",Married,"House / apartment",-13591,-3246,1,0,0,0,"Sales staff",3,0
1195,5018471,F,N,Y,1,166500,Working,"Secondary / secondary special",Married,"House / apartment",-20208,-8033,1,0,1,0,Laborers,3,0
1196,5096059,F,N,N,2,73350,Working,"Secondary / secondary special",Married,"House / apartment",-14321,-7068,1,0,0,0,"Medicine staff",4,0
1198,5038619,F,N,N,0,103500,Pensioner,"Secondary / secondary special",Married,"House / apartment",-24346,365243,1,0,0,0,Laborers,2,0
1199,5048448,F,N,Y,0,202500,Pensioner,"Secondary / secondary special",Married,"House / apartment",-16040.34207,365243,1,0,0,0,Laborers,2,0
1200,5053293,F,N,Y,0,76500,Pensioner,"Secondary / secondary special",Married,"Municipal apartment",-20382,365243,1,0,0,0,Laborers,2,0
1202,5143362,F,N,Y,0,126000,Working,"Secondary / secondary special",Married,"House / apartment",-22811,-2234,1,1,1,0,"High skill tech staff",2,0
1203,5137163,F,N,N,0,211500,Working,"Secondary / secondary special",Married,"House / apartment",-17249,-1661,1,1,1,0,Laborers,2,0
1210,5045069,F,N,N,0,112500,Working,"Secondary / secondary special",Married,"House / apartment",-10344,-2533,1,0,0,0,Laborers,2,0
1211,5042130,F,N,N,0,247500,Working,"Higher education",Married,"House / apartment",-14136,-7400,1,1,1,0,Managers,2,0
1213,5047787,F,Y,Y,0,225000,"Commercial associate","Higher education",Married,"House / apartment",-10457,-979,1,0,0,0,Laborers,2,0
1216,5028907,F,N,N,0,67500,Working,"Secondary / secondary special",Married,"House / apartment",-9963,-1876,1,0,0,0,"Sales staff",2,0
1219,5135705,F,N,N,0,135000,Working,"Secondary / secondary special",Married,"House / apartment",-11004,-1570,1,0,0,0,"Private service staff",2,0
1221,5028468,F,Y,Y,2,135000,Working,"Secondary / secondary special",Married,"House / apartment",-12406,-265,1,0,0,1,Drivers,4,0
1222,5113374,F,N,Y,1,180000,Pensioner,"Higher education",Married,"House / apartment",-18979,365243,1,0,1,0,Laborers,3,0
1223,5125775,F,N,Y,0,112500,Working,"Secondary / secondary special",Married,"House / apartment",-23360,-469,1,0,0,0,Laborers,2,0
1227,5113171,F,Y,Y,1,67500,Working,"Secondary / secondary special",Married,"House / apartment",-11454,-1678,1,0,1,1,"Cooking staff",3,0
1228,5078805,F,N,Y,0,306000,Working,"Secondary / secondary special",Married,"House / apartment",-18927,-2978,1,0,0,0,"High skill tech staff",2,0
1230,5112975,F,N,N,3,171000,Working,"Secondary / secondary special",Married,"House / apartment",-13692,-3505,1,1,1,0,"High skill tech staff",5,0
1234,5029400,F,N,N,0,112500,Pensioner,"Secondary / secondary special",Married,"House / apartment",-19125,365243,1,0,0,0,Laborers,2,0
1235,5009207,F,N,N,0,292500,"State servant","Secondary / secondary special",Married,"House / apartment",-20953,-8684,1,1,1,0,Accountants,2,0
1239,5041367,F,N,N,0,180000,"State servant","Incomplete higher",Married,"House / apartment",-10315,-2985,1,0,0,0,"Core staff",2,0
1243,5069296,F,N,Y,0,225000,Pensioner,"Secondary / secondary special",Married,"House / apartment",-20989,365243,1,0,0,0,Laborers,2,0
1244,5058271,F,N,Y,0,135000,Working,"Secondary / secondary special",Married,"House / apartment",-19607,-4288,1,0,0,0,"Low-skill Laborers",2,0
1246,5054228,F,N,N,2,180000,Working,"Secondary / secondary special",Married,"House / apartment",-11515,-89,1,1,0,0,Managers,4,0
1247,5023527,F,N,Y,0,274500,"Commercial associate","Secondary / secondary special",Married,"House / apartment",-20459,-6930,1,0,0,0,"High skill tech staff",2,0
1254,5111178,F,N,Y,2,54000,Working,"Higher education",Married,"House / apartment",-11268,-4560,1,1,0,0,"Cleaning staff",4,0
1255,5065808,F,N,N,1,76500,Working,"Higher education",Married,"House / apartment",-15915,-785,1,1,1,0,"Sales staff",3,0
1258,5148573,F,N,Y,0,81000,Pensioner,"Secondary / secondary special",Married,"House / apartment",-20848,365243,1,0,0,0,Laborers,2,0
1260,5092021,F,N,Y,0,135000,Working,"Secondary / secondary special",Married,"House / apartment",-13211,-777,1,1,1,0,"Core staff",2,0
1261,5046083,F,Y,Y,0,99000,Working,"Secondary / secondary special",Married,"House / apartment",-21030,-2299,1,0,0,0,Laborers,2,0
1262,5096085,F,N,N,0,67500,Working,"Secondary / secondary special",Married,"Municipal apartment",-18165,-11451,1,0,0,0,"Cooking staff",2,0
1265,5061135,F,N,Y,2,58500,Working,"Higher education",Married,"House / apartment",-14228,-5950,1,0,0,0,"Core staff",4,0
1266,5010172,F,N,Y,0,135000,"Commercial associate","Secondary / secondary special",Married,"House / apartment",-21300,-464,1,0,0,0,Laborers,2,0
1268,5087756,F,N,N,0,180000,Working,"Secondary / secondary special",Married,"House / apartment",-15280,-2475,1,0,0,0,"Sales staff",2,0
1269,5132845,F,N,Y,0,112500,"State servant","Secondary / secondary special",Married,"House / apartment",-17493,-3694,1,0,0,1,"Medicine staff",2,0
1270,5116046,F,Y,Y,0,144000,Working,"Secondary / secondary special",Married,"House / apartment",-13455,-2051,1,0,0,0,"Core staff",2,0
1274,5095952,F,N,N,2,193500,Working,"Higher education",Married,"With parents",-15011,-7614,1,1,1,0,Laborers,4,0
1277,5114438,F,N,Y,1,157500,Working,"Secondary / secondary special",Married,"House / apartment",-17262,-1107,1,1,1,0,"Sales staff",3,0
1279,5024038,F,N,N,0,135000,Working,"Secondary / secondary special",Married,"House / apartment",-15459,-642,1,0,0,0,"Sales staff",2,0
1282,5104868,F,N,Y,0,112500,Working,"Higher education",Married,"House / apartment",-12114,-4004,1,0,0,0,Accountants,2,0
1283,5062525,F,N,Y,1,112500,Working,"Higher education",Married,"House / apartment",-13656,-2207,1,0,1,0,"Sales staff",3,0
1285,5044669,F,N,Y,0,76500,Pensioner,"Secondary / secondary special",Married,"House / apartment",-16040.34207,365243,1,0,0,0,Laborers,2,0
1288,5097105,F,N,Y,0,193500,Working,"Secondary / secondary special",Married,"House / apartment",-21026,-11448,1,0,1,0,Laborers,2,0
1289,5023706,F,N,Y,0,180000,Working,"Secondary / secondary special",Married,"House / apartment",-17733,-5622,1,0,1,0,Laborers,2,0
1290,5046183,F,N,Y,2,115200,"Commercial associate","Secondary / secondary special",Married,"House / apartment",-14876,-716,1,0,0,0,Laborers,4,0
1291,5142930,F,Y,N,0,56250,Pensioner,"Secondary / secondary special",Married,"House / apartment",-21342,365243,1,0,0,0,Laborers,2,0
1293,5069028,F,N,Y,0,157500,"Commercial associate","Secondary / secondary special",Married,"House / apartment",-16605,-1359,1,0,0,1,"Sales staff",2,0
1295,5091564,F,Y,Y,1,135000,Working,"Secondary / secondary special",Married,"House / apartment",-14935,-1753,1,0,1,0,"Sales staff",3,0
1296,5149887,F,N,Y,0,202500,"Commercial associate","Secondary / secondary special",Married,"House / apartment",-15941,-5830,1,0,0,0,Managers,2,0
1303,5022930,F,N,Y,0,270000,Working,"Higher education",Married,"House / apartment",-9154,-187,1,0,0,1,Laborers,2,0
1305,5023877,F,N,Y,0,360000,Pensioner,"Higher education",Married,"House / apartment",-22985,365243,1,0,1,0,Laborers,2,0
1306,5061139,F,Y,Y,0,90000,Pensioner,"Secondary / secondary special",Married,"House / apartment",-21454,365243,1,0,0,0,Laborers,2,0
1307,5010435,F,N,Y,0,90000,Pensioner,"Secondary / secondary special",Married,"House / apartment",-21518,365243,1,0,0,0,Laborers,2,0
1313,5056179,F,N,Y,0,202500,"Commercial associate","Higher education",Married,"House / apartment",-9663,-218,1,0,0,0,Laborers,2,0
1315,5053980,F,Y,N,0,108000,Working,"Secondary / secondary special",Married,"With parents",-12249,-3195,1,1,0,0,Laborers,2,0
1317,5090383,F,Y,Y,0,180000,"Commercial associate","Secondary / secondary special",Married,"House / apartment",-15421,-1198,1,0,1,0,Laborers,2,0
1319,5105466,F,N,Y,0,112500,Pensioner,"Secondary / secondary special",Married,"House / apartment",-21074,365243,1,0,0,0,Laborers,2,0
1322,5112599,F,N,Y,0,103500,Working,"Secondary / secondary special",Married,"House / apartment",-22466,-12870,1,1,1,0,Managers,2,0
1323,5126121,F,Y,N,0,72000,Working,"Secondary / secondary special",Married,"House / apartment",-15185,-227,1,1,1,0,"Medicine staff",2,0
1324,5125710,F,Y,Y,0,135000,Working,"Lower secondary",Married,"House / apartment",-16413,-622,1,0,1,0,"High skill tech staff",2,0
1328,5089736,F,Y,N,0,135000,Working,"Secondary / secondary special",Married,"House / apartment",-19010,-6761,1,1,1,0,"Cleaning staff",2,0
1331,5037088,F,N,Y,0,81000,Pensioner,"Secondary / secondary special",Married,"House / apartment",-21490,365243,1,0,0,0,Laborers,2,0
1332,5068712,F,Y,Y,0,90000,Working,"Secondary / secondary special",Married,"House / apartment",-13483,-5345,1,0,0,0,Laborers,2,0
1336,5091630,F,N,Y,0,202500,Working,"Secondary / secondary special",Married,"House / apartment",-19431,-6226,1,0,0,0,"High skill tech staff",2,0
1338,5142698,F,Y,N,0,95850,"Commercial associate","Secondary / secondary special",Married,"House / apartment",-18931,-6678,1,1,0,0,Laborers,2,0
1339,5105550,F,N,Y,0,112500,Working,"Higher education",Married,"With parents",-9310,-825,1,0,0,0,"Core staff",2,0
1341,5036219,F,N,Y,0,99000,Working,"Secondary / secondary special",Married,"House / apartment",-15590,-890,1,0,0,0,"Sales staff",2,0
1343,5135851,F,N,Y,1,180000,"Commercial associate","Secondary / secondary special",Married,"House / apartment",-16234,-6075,1,0,1,0,Laborers,3,0
1347,5148525,F,N,Y,0,180000,Pensioner,"Secondary / secondary special",Married,"House / apartment",-23365,365243,1,0,0,0,Laborers,2,0
1349,5024582,F,Y,Y,2,315000,"State servant","Secondary / secondary special",Married,"House / apartment",-12348,-1220,1,0,0,0,Managers,4,0
1350,5105878,F,N,N,1,387000,"Commercial associate","Higher education",Married,"House / apartment",-15220,-727,1,0,0,0,Laborers,3,0
1351,5010874,F,N,Y,0,45000,Pensioner,"Secondary / secondary special",Married,"House / apartment",-20688,365243,1,0,1,0,Laborers,2,0
1352,5099948,F,Y,N,0,185400,"Commercial associate","Secondary / secondary special",Married,"House / apartment",-14747,-3229,1,0,0,0,Laborers,2,0
1353,5096415,F,N,N,0,76500,Working,"Secondary / secondary special",Married,"House / apartment",-16876,-97,1,1,0,0,Laborers,2,0
1356,5090027,F,N,Y,0,126000,Working,"Higher education",Married,"House / apartment",-10075,-460,1,0,1,1,"Core staff",2,0
1357,5132329,F,N,N,0,135000,Pensioner,"Secondary / secondary special",Married,"House / apartment",-22752,365243,1,0,0,0,Laborers,2,0
1358,5125277,F,N,Y,1,90000,Working,"Secondary / secondary special",Married,"House / apartment",-16280,-3694,1,0,0,1,"Sales staff",3,0
1360,5022063,F,N,Y,0,180000,Pensioner,"Higher education",Married,"House / apartment",-20135,365243,1,0,1,0,Laborers,2,0
1363,5054079,F,N,N,0,135000,Working,"Secondary / secondary special",Married,"House / apartment",-17143,-5507,1,0,1,0,Laborers,2,0
1364,5096483,F,N,N,0,103500,Working,"Higher education",Married,"House / apartment",-15989,-6640,1,1,1,0,Laborers,2,0
1365,5025951,F,N,Y,0,130500,Working,"Secondary / secondary special",Married,"House / apartment",-13520,-5488,1,0,0,0,"Core staff",2,0
1366,5010995,F,N,Y,0,90000,Working,"Secondary / secondary special",Married,"House / apartment",-20074,-221,1,0,0,0,"Medicine staff",2,0
1368,5091826,F,N,Y,0,157500,Pensioner,"Secondary / secondary special",Married,"House / apartment",-23627,365243,1,0,0,0,Laborers,2,0
1371,5125425,F,Y,Y,1,189000,Working,"Lower secondary",Married,"House / apartment",-16344,-864,1,0,0,1,"Core staff",3,0
1372,5135474,F,N,Y,0,180000,Working,"Secondary / secondary special",Married,"House / apartment",-19881,-7718,1,0,0,0,Secretaries,2,0
1373,5085865,F,N,Y,0,135000,Working,"Secondary / secondary special",Married,"House / apartment",-18199,-5190,1,0,0,0,"Cleaning staff",2,0
1375,5069466,F,Y,Y,0,166500,Working,"Secondary / secondary special",Married,"House / apartment",-12192,-3123,1,0,0,0,Laborers,2,0
1376,5025089,F,N,Y,0,90000,Pensioner,"Secondary / secondary special",Married,"House / apartment",-22034,365243,1,0,0,0,Laborers,2,0
1378,5010226,F,Y,Y,1,90000,"State servant","Secondary / secondary special",Married,"House / apartment",-17532,-8044,1,0,0,0,"Medicine staff",3,0
1379,5021790,F,Y,Y,2,157500,Working,"Secondary / secondary special",Married,"House / apartment",-15021,-6879,1,0,0,0,"High skill tech staff",4,0
1380,5143374,F,N,N,0,112500,Pensioner,"Secondary / secondary special",Married,"House / apartment",-24001,365243,1,0,0,0,Laborers,2,0
1382,5037202,F,Y,Y,1,112500,Working,"Higher education",Married,"House / apartment",-9032,-420,1,0,0,0,Managers,3,0
1383,5092020,F,N,Y,0,135000,Working,"Secondary / secondary special",Married,"House / apartment",-13211,-777,1,1,1,0,"Core staff",2,0
1384,5142849,F,N,N,0,135000,Working,"Secondary / secondary special",Married,"House / apartment",-14080,-1869,1,0,1,0,Laborers,2,0
1385,5069141,F,N,N,0,135000,"Commercial associate","Higher education",Married,"With parents",-15360,-413,1,0,0,1,"Core staff",2,0
1387,5090464,F,N,N,0,126000,"Commercial associate","Secondary / secondary special",Married,"House / apartment",-16708,-5760,1,1,0,0,Managers,2,0
1388,5149296,F,Y,Y,0,247500,"Commercial associate","Higher education",Married,"House / apartment",-14462,-1871,1,0,1,1,Laborers,2,0
1389,5023914,F,N,Y,2,184500,Working,"Secondary / secondary special",Married,"House / apartment",-9912,-1707,1,1,1,0,"Sales staff",4,0
1395,5036870,F,N,Y,0,72000,Pensioner,"Secondary / secondary special",Married,"House / apartment",-21821,365243,1,0,0,0,Laborers,2,0
1396,5021551,F,N,Y,0,202500,"Commercial associate","Secondary / secondary special",Married,"House / apartment",-20870,-1583,1,0,0,0,"Medicine staff",2,0
1397,5067242,F,Y,Y,0,391500,Working,"Secondary / secondary special",Married,"House / apartment",-16995,-7264,1,0,0,0,"Core staff",2,0
1399,5024666,F,N,Y,0,157500,Working,"Secondary / secondary special",Married,"House / apartment",-14425,-4568,1,1,1,0,Laborers,2,0
1401,5045623,F,N,Y,1,270000,"State servant","Secondary / secondary special",Married,"House / apartment",-14400,-2512,1,0,0,0,"Medicine staff",3,0
1406,5116621,F,Y,Y,1,157500,"State servant","Secondary / secondary special",Married,"House / apartment",-13811,-3380,1,0,0,0,Laborers,3,0
1407,5091925,F,Y,Y,0,405000,"Commercial associate","Incomplete higher",Married,"House / apartment",-18517,-3944,1,0,1,0,Laborers,2,0
1408,5041758,F,N,Y,0,157500,"State servant","Higher education",Married,"House / apartment",-15145,-3654,1,0,1,0,Managers,2,0
1409,5025936,F,N,Y,0,130500,Working,"Secondary / secondary special",Married,"House / apartment",-13520,-5488,1,0,0,0,"Core staff",2,0
1411,5061145,F,Y,Y,0,90000,Pensioner,"Secondary / secondary special",Married,"House / apartment",-21454,365243,1,0,0,0,Laborers,2,0
1413,5146456,F,N,Y,0,135000,"Commercial associate","Secondary / secondary special",Married,"House / apartment",-15407,-1801,1,0,0,0,"Waiters/barmen staff",2,0
1416,5091708,F,Y,Y,0,135000,Working,"Higher education",Married,"House / apartment",-12274,-3944,1,0,0,0,Managers,2,0
1417,5022136,F,N,Y,0,126000,Pensioner,"Secondary / secondary special",Married,"House / apartment",-20681,365243,1,0,0,0,Laborers,2,0
1420,5093248,F,N,Y,0,247500,"Commercial associate","Higher education",Married,"House / apartment",-11914,-2980,1,0,0,0,"Sales staff",2,0
1425,5113801,F,N,Y,1,337500,Working,"Secondary / secondary special",Married,"House / apartment",-12790,-3329,1,0,0,1,"Core staff",3,0
1427,5054733,F,N,N,1,157500,"Commercial associate","Higher education",Married,"House / apartment",-11042,-1581,1,0,0,0,"High skill tech staff",3,0
1431,5105577,F,N,N,0,180000,Working,"Secondary / secondary special",Married,"Municipal apartment",-12024,-210,1,1,1,0,"Sales staff",2,0
1434,5045798,F,Y,N,0,202500,Working,"Higher education",Married,"House / apartment",-9242,-139,1,0,0,0,Accountants,2,0
1436,5088853,F,Y,Y,0,112500,Working,"Higher education",Married,"House / apartment",-11353,-2316,1,0,0,1,Accountants,2,0
1439,5116056,F,N,N,0,135000,Working,"Secondary / secondary special",Married,"House / apartment",-17803,-10762,1,0,0,0,Accountants,2,0
1441,5091549,F,N,Y,0,247500,"Commercial associate","Secondary / secondary special",Married,"House / apartment",-12309,-2788,1,0,1,0,Laborers,2,0
1443,5142248,F,N,Y,0,225000,"State servant","Secondary / secondary special",Married,"House / apartment",-19826,-2340,1,0,0,0,"Private service staff",2,0
1444,5068262,F,N,N,2,157500,"State servant","Higher education",Married,"House / apartment",-12636,-5345,1,0,0,0,"Medicine staff",4,0
1449,5105715,F,N,Y,0,180000,Working,"Secondary / secondary special",Married,"House / apartment",-13856,-3010,1,0,0,0,Laborers,2,0
1451,5145964,F,N,N,2,130500,Working,"Secondary / secondary special",Married,"House / apartment",-15436,-3476,1,0,0,0,"Sales staff",4,0
1456,5137151,F,N,N,0,225000,Pensioner,"Secondary / secondary special",Married,"House / apartment",-20429,365243,1,0,1,0,Laborers,2,0
1459,5068324,F,N,Y,0,171000,Working,"Higher education",Married,"House / apartment",-18348,-3853,1,0,0,0,"High skill tech staff",2,0
1460,5022156,F,Y,Y,2,180000,"Commercial associate","Higher education",Married,"House / apartment",-11719,-2866,1,0,1,1,Laborers,4,0
1462,5068811,F,N,Y,0,315000,"Commercial associate","Secondary / secondary special",Married,"House / apartment",-14419,-2423,1,0,0,0,Laborers,2,0
1463,5068238,F,N,Y,0,247500,Working,"Secondary / secondary special",Married,"House / apartment",-11268,-2545,1,1,1,0,Laborers,2,0
1464,5046495,F,N,Y,0,180000,Pensioner,"Secondary / secondary special",Married,"House / apartment",-21554,365243,1,0,0,0,Laborers,2,0
1472,5091382,F,Y,Y,2,216000,Working,"Higher education",Married,"House / apartment",-12757,-4887,1,0,0,0,"Core staff",4,0
1474,5009918,F,N,Y,2,99000,"Commercial associate","Higher education",Married,"House / apartment",-12752,-433,1,0,1,0,Accountants,4,0
1475,5024238,F,N,Y,0,47250,Pensioner,"Secondary / secondary special",Married,"Municipal apartment",-21414,365243,1,0,1,0,Laborers,2,0
1476,5114427,F,N,N,0,49500,Pensioner,"Secondary / secondary special",Married,"House / apartment",-23753,365243,1,0,0,0,Laborers,2,0
1478,5023816,F,Y,Y,1,225000,"Commercial associate","Higher education",Married,"House / apartment",-17002,-803,1,1,1,0,Managers,3,0
1479,5126562,F,N,N,0,450000,Working,"Higher education",Married,"House / apartment",-11082,-3361,1,0,0,0,"Sales staff",2,0
1484,5094926,F,Y,Y,0,135000,"Commercial associate","Secondary / secondary special",Married,"House / apartment",-12175,-1463,1,1,0,0,"Core staff",2,0
1485,5067312,F,Y,Y,0,225000,Pensioner,"Secondary / secondary special",Married,"House / apartment",-22920,365243,1,0,0,0,Laborers,2,0
1487,5114240,F,N,N,0,270000,Working,"Secondary / secondary special",Married,"House / apartment",-16723,-712,1,1,0,0,Managers,2,0
1488,5068367,F,Y,Y,1,270000,Working,"Secondary / secondary special",Married,"House / apartment",-14084,-3246,1,0,0,0,Laborers,3,0
1492,5118441,F,Y,N,1,108000,"Commercial associate","Higher education",Married,"House / apartment",-16138,-431,1,1,0,0,"Sales staff",3,0
1493,5054343,F,Y,N,0,225000,Working,"Secondary / secondary special",Married,"House / apartment",-20641,-1064,1,0,1,0,"Sales staff",2,0
1495,5090302,F,N,Y,0,405000,"Commercial associate","Secondary / secondary special",Married,"House / apartment",-17427,-4874,1,0,0,1,"Sales staff",2,0
1497,5010344,F,N,N,0,216000,Pensioner,"Secondary / secondary special",Married,"House / apartment",-22867,365243,1,0,0,0,Laborers,2,0
1499,5038582,F,N,Y,0,112500,Pensioner,"Secondary / secondary special",Married,"House / apartment",-24327,365243,1,0,0,0,Laborers,2,0
1500,5067729,F,N,Y,1,135000,"Commercial associate","Incomplete higher",Married,"House / apartment",-10288,-2616,1,1,1,0,Managers,3,0
1502,5010795,F,N,N,0,45000,"State servant","Secondary / secondary special",Married,"House / apartment",-13941,-5334,1,1,1,0,"Medicine staff",2,0
1506,5125172,F,Y,Y,0,157500,Working,"Secondary / secondary special",Married,"House / apartment",-15023,-438,1,0,0,0,Laborers,2,0
1510,5118580,F,Y,Y,0,180000,Working,"Secondary / secondary special",Married,"House / apartment",-13052,-1741,1,0,0,0,Laborers,2,0
1512,5045070,F,N,N,0,112500,Working,"Secondary / secondary special",Married,"House / apartment",-10344,-2533,1,0,0,0,Laborers,2,0
